robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_1,249,-gneE1,0.581271238036626,83,36,2
bot_1,585,-gneE1,0.577976760869848,380,333,2
bot_1,630,-gneE1,0.583661889022917,86,63,2
bot_1,969,-gneE1,0.58342911642236,384,361,2
bot_1,1011,-gneE1,0.583766456438709,84,75,2
bot_1,1393,-gneE1,0.583360453164313,424,53,2
bot_1,1438,-gneE1,0.58348669366236,88,58,2
bot_1,1775,-gneE1,0.583432990950165,382,82,2
bot_1,2159,-gneE1,0.583425793977072,384,107,2
bot_1,2581,-gneE1,0.583425101133436,422,179,2
bot_1,2960,-gneE1,0.583425016591965,379,201,2
bot_1,3340,-gneE1,0.583425005662276,380,225,2
bot_1,3724,-gneE1,0.583425004399829,384,260,2
bot_1,4151,-gneE1,0.583425004299683,427,334,2
bot_1,4196,-gneE1,0.583425004419158,86,58,2
bot_1,4534,-gneE1,0.583425004414581,383,357,2
bot_1,4577,-gneE1,0.583425004419757,84,76,2
bot_1,4914,-gneE1,0.583425004419546,380,372,2
bot_1,4956,-gneE1,0.58342500442032,84,76,2
bot_1,5296,-gneE1,0.583425004420285,382,373,2
bot_1,5339,-gneE1,0.583425004420411,85,76,2
bot_1,5678,-gneE1,0.583425004420406,382,373,2
bot_1,5723,-gneE1,0.583425004420422,87,79,2
bot_1,6111,-gneE1,0.5834250044204,433,54,2
bot_1,6156,-gneE1,0.583425004420407,88,58,2
bot_1,6538,-gneE1,0.583425004420405,427,122,2
bot_1,6922,-gneE1,0.583425004420405,384,152,2
bot_1,7346,-gneE1,0.583425004420405,424,226,2
bot_1,7732,-gneE1,0.583425004420405,386,260,2
bot_1,8160,-gneE1,0.583425004420405,428,336,2
bot_1,8204,-gneE1,0.583425004420405,86,64,2
bot_1,8537,-gneE1,0.583425004420405,377,355,2
bot_1,8579,-gneE1,0.583425004420405,84,76,2
bot_1,8954,-gneE1,0.583425004420405,417,48,2
bot_1,8999,-gneE1,0.583425004420405,86,54,2
bot_1,9331,-gneE1,0.583425004420405,377,75,2
bot_1,9374,-gneE1,0.583425004420405,82,77,2
bot_1,9753,-gneE1,0.583425004420405,422,147,2
bot_1,10132,-gneE1,0.583425004420405,379,177,2
bot_1,10516,-gneE1,0.583425004420405,384,198,2
bot_1,10943,-gneE1,0.583425004420405,427,270,2
bot_1,11331,-gneE1,0.583425004420405,388,303,2
bot_1,11375,-gneE1,0.583425004420405,86,27,2
bot_1,11764,-gneE1,0.583425004420405,433,22,2
bot_1,11808,-gneE1,0.583425004420405,85,25,2
bot_1,12148,-gneE1,0.583425004420405,384,50,2
bot_1,12192,-gneE1,0.583425004420405,88,53,2
bot_1,12531,-gneE1,0.583425004420405,383,82,2
bot_1,12573,-gneE1,0.583425004420405,85,83,2
bot_1,12910,-gneE1,0.583425004420405,379,102,2
bot_1,13335,-gneE1,0.583425004420405,425,175,2
bot_1,13717,-gneE1,0.583425004420405,382,213,2
bot_1,14101,-gneE1,0.583425004420405,384,242,2
bot_1,14485,-gneE1,0.583425004420405,384,276,2
bot_1,14527,-gneE1,0.583425004420405,83,4,2
