robot,time,edge,probability (reward_coeff),expect,true,no.of neighbours
bot_1,378,-gneE1,0.329923526934032,378,204,2
bot_1,761,-gneE1,0.229101533881082,383,241,2
bot_1,1152,-gneE1,0.173662740848954,391,282,2
bot_1,1918,-gneE1,0.096065676106535,379,106,2
bot_1,2737,-gneE1,0.101093247096895,89,81,2
bot_1,3076,-gneE1,0.100315931743242,384,377,2
bot_1,3121,-gneE1,0.13953569547068,86,4,2
bot_1,3459,-gneE1,0.132898332157597,383,302,2
bot_1,4653,-gneE1,0.134863206660737,86,72,2
bot_1,6141,-gneE1,0.13372096768608,379,261,2
bot_1,8466,-gneE1,0.133937437747724,87,54,2
bot_1,9576,-gneE1,0.133824412648218,378,196,2
bot_1,10387,-gneE1,0.133837555073153,84,75,2
bot_1,11157,-gneE1,0.133903018733995,86,1,2
bot_1,13114,-gneE1,0.133895326225441,374,166,2
bot_1,13926,-gneE1,0.133896443885467,84,71,2
bot_1,15806,-gneE1,0.133895288670434,386,108,2
bot_1,18482,-gneE1,0.133895127249337,384,55,2
bot_1,18528,-gneE1,0.133895182966409,88,61,2
bot_1,146,-gneE10,0.61578567947909,146,108,2
bot_1,527,-gneE10,0.790911625468245,294,137,2
bot_1,655,-gneE10,0.55871096878505,167,36,2
bot_1,913,-gneE10,0.657105957309679,301,178,2
bot_1,1046,-gneE10,0.487370194752203,176,38,2
bot_1,1429,-gneE10,0.428325962410088,170,107,2
bot_1,1688,-gneE10,0.449837305699121,301,251,2
bot_1,1812,-gneE10,0.401095033532014,166,97,2
bot_1,2199,-gneE10,0.316564883062596,172,3,2
bot_1,2583,-gneE10,0.279348359432508,170,70,2
bot_1,2844,-gneE10,0.281212238805378,303,292,2
bot_1,2973,-gneE10,0.245467803658046,171,39,2
bot_1,3356,-gneE10,0.223275667482411,172,60,2
bot_1,3609,-gneE10,0.247606610601497,294,37,2
bot_1,3738,-gneE10,0.223677447120547,171,8,2
bot_1,4117,-gneE10,0.221890889074848,166,150,2
bot_1,4374,-gneE10,0.226367478943554,300,211,2
bot_1,4504,-gneE10,0.217648383539637,170,61,2
bot_1,4887,-gneE10,0.210600916958411,169,50,2
bot_1,5146,-gneE10,0.217873819356098,302,32,2
bot_1,5274,-gneE10,0.21061690530815,171,2,2
bot_1,5655,-gneE10,0.206143913891773,167,29,2
bot_1,6036,-gneE10,0.203514986356119,170,58,2
bot_1,6291,-gneE10,0.204191931391856,298,236,2
bot_1,6415,-gneE10,0.202665528813576,166,80,2
bot_1,6795,-gneE10,0.200591765407433,174,8,2
bot_1,7052,-gneE10,0.202186728599888,304,30,2
bot_1,7177,-gneE10,0.201304668427426,167,75,2
bot_1,7557,-gneE10,0.20041871731215,168,42,2
bot_1,7939,-gneE10,0.199695310529812,172,29,2
bot_1,8191,-gneE10,0.200312159761178,294,39,2
bot_1,8316,-gneE10,0.199688172983441,165,5,2
bot_1,8697,-gneE10,0.199394121639945,171,65,2
bot_1,9082,-gneE10,0.199047584337768,171,1,2
bot_1,9345,-gneE10,0.199236166467429,307,102,2
bot_1,9857,-gneE10,0.199069528363527,171,19,2
bot_1,10240,-gneE10,0.198965243648577,172,42,2
bot_1,10491,-gneE10,0.199064289638154,294,36,2
bot_1,10619,-gneE10,0.198963625733315,168,2,2
bot_1,11007,-gneE10,0.198902200883342,169,30,2
bot_1,11485,-gneE10,0.198870852007744,169,65,2
bot_1,11743,-gneE10,0.198905383856663,300,50,2
bot_1,11869,-gneE10,0.198872603420535,168,21,2
bot_1,12256,-gneE10,0.198852512067098,171,46,2
bot_1,12637,-gneE10,0.19883554903825,172,28,2
bot_1,12888,-gneE10,0.198847740782401,295,78,2
bot_1,13011,-gneE10,0.198847201133594,167,161,2
bot_1,13393,-gneE10,0.198838350121804,170,34,2
bot_1,13776,-gneE10,0.198831154025141,172,20,2
bot_1,14029,-gneE10,0.198837018029188,296,35,2
bot_1,14156,-gneE10,0.198831081914366,168,2,2
bot_1,14550,-gneE10,0.198827687086362,173,39,2
bot_1,14931,-gneE10,0.198824682849579,171,12,2
